canal A	canal B	canal C	ABC	AB	AC
66	44	50	0	50	44
61	45	44	0	44	45
56	40	46	0	46	40
66	51	53	0	53	51
53	40	38	0	38	40
70	50	51	0	51	50
54	41	41	0	41	41
74	58	48	0	48	58
68	50	49	0	49	50
62	47	42	0	42	47
66	47	48	0	48	47
74	52	58	0	58	52
60	46	45	0	45	46
62	52	47	0	47	52
67	47	51	0	51	47
69	48	59	0	59	48
74	53	61	0	61	53
65	52	48	0	48	52
67	50	55	0	55	50
63	54	43	0	43	54
61	52	39	0	39	52
63	52	48	0	48	52
66	44	51	0	51	44
59	43	46	0	46	43
75	54	60	0	60	54
63	49	44	0	44	49
59	46	43	0	43	46
72	50	53	0	53	50
53	41	44	0	44	41
66	44	48	0	48	44
60	45	46	0	46	45
58	41	40	0	40	41
56	43	43	0	43	43
56	37	38	0	38	37
62	45	46	0	46	45
67	58	49	0	49	58
69	52	50	0	50	52
56	43	39	0	39	43
61	40	48	0	48	40
64	55	46	0	46	55
68	57	46	0	46	57
70	50	51	0	51	50
75	54	56	0	56	54
58	45	46	0	46	45
59	41	42	0	42	41
57	46	45	0	45	46
34	25	30	0	30	25
55	39	42	0	42	39
66	51	51	0	51	51
55	41	39	0	39	41
59	46	44	0	44	46
58	44	38	0	38	44
61	47	45	0	45	47
60	46	45	0	45	46
50	41	39	0	39	41
58	41	46	0	46	41
56	44	38	0	38	44
55	44	33	0	33	44
52	41	42	0	42	41
60	48	47	0	47	48
65	47	47	0	47	47
56	37	43	0	43	37
89	68	70	0	70	68
60	47	48	0	48	47
79	57	55	0	55	57
62	47	42	0	42	47
52	40	34	0	34	40
65	48	51	0	51	48
71	54	54	0	54	54
70	52	47	0	47	52
70	50	59	0	59	50
57	39	45	0	45	39
68	51	52	0	52	51
67	46	56	0	56	46
60	41	47	0	47	41
66	46	52	0	52	46
61	39	50	0	50	39
57	41	45	0	45	41
65	40	52	0	52	40
63	49	50	0	50	49
67	51	48	0	48	51
63	45	48	0	48	45
58	47	45	0	45	47
76	57	62	0	62	57
53	38	36	0	36	38
59	50	43	0	43	50
59	46	43	0	43	46
61	47	37	0	37	47
64	45	48	0	48	45
70	56	47	0	47	56
67	47	54	0	54	47
62	45	53	0	53	45
73	56	59	0	59	56
59	50	41	0	41	50
64	46	45	0	45	46
66	54	46	0	46	54
63	50	47	0	47	50
62	47	42	0	42	47
54	42	43	0	43	42
68	55	47	0	47	55
65	50	46	0	46	50
65	47	53	0	53	47
48	34	35	0	35	34
48	35	35	0	35	35
60	46	44	0	44	46
53	46	35	0	35	46
65	55	51	0	51	55
71	55	46	0	46	55
67	54	48	0	48	54
58	43	42	0	42	43
45	32	37	0	37	32
63	45	47	0	47	45
58	39	48	0	48	39
58	47	41	0	41	47
55	42	42	0	42	42
65	47	49	0	49	47
58	41	44	0	44	41
74	52	55	0	55	52
66	48	52	0	52	48
66	46	51	0	51	46
58	45	41	0	41	45
66	50	41	0	41	50
48	38	33	0	33	38
68	49	48	0	48	49
46	37	31	0	31	37
56	42	36	0	36	42
69	53	53	0	53	53
52	41	34	0	34	41
63	52	51	0	51	52
73	62	55	0	55	62
80	54	56	0	56	54
52	39	40	0	40	39
69	55	54	0	54	55
67	51	52	0	52	51
73	57	47	0	47	57
59	44	42	0	42	44
65	53	40	0	40	53
57	42	43	0	43	42
61	49	50	0	50	49
59	42	48	0	48	42
57	40	43	0	43	40
74	54	55	0	55	54
66	45	53	0	53	45
63	45	41	0	41	45
63	41	49	0	49	41
67	48	54	0	54	48
69	52	54	0	54	52
74	55	52	0	52	55
73	48	61	0	61	48
53	42	47	0	47	42
61	45	48	0	48	45
68	48	53	0	53	48
63	52	43	0	43	52
70	56	48	0	48	56
65	53	51	0	51	53
77	64	55	0	55	64
53	36	41	0	41	36
53	37	39	0	39	37
61	42	45	0	45	42
59	43	40	0	40	43
63	49	48	0	48	49
59	44	49	0	49	44
58	45	39	0	39	45
71	53	58	0	58	53
73	53	49	0	49	53
73	49	58	0	58	49
65	48	49	0	49	48
62	42	43	0	43	42
67	48	50	0	50	48
70	55	48	0	48	55
74	50	55	0	55	50
67	48	51	0	51	48
56	42	40	0	40	42
70	49	55	0	55	49
64	53	50	0	50	53
61	43	44	0	44	43
62	49	52	0	52	49
68	57	45	0	45	57
64	52	44	0	44	52
69	51	51	0	51	51
66	47	49	0	49	47
53	38	40	0	40	38
60	44	48	0	48	44
44	32	31	0	31	32
65	50	45	0	45	50
60	44	49	0	49	44
53	43	40	0	40	43
46	42	33	0	33	42
72	51	59	0	59	51
68	52	50	0	50	52
70	56	52	0	52	56
63	42	46	0	46	42
54	44	41	0	41	44
74	51	55	0	55	51
62	45	50	0	50	45
83	61	62	0	62	61
59	46	41	0	41	46
67	52	56	0	56	52
58	45	44	0	44	45
68	49	56	0	56	49
79	63	58	0	58	63
59	44	44	0	44	44
56	42	42	0	42	42
65	47	46	0	46	47
60	49	46	0	46	49
70	57	51	0	51	57
61	47	44	0	44	47
65	49	50	0	50	49
72	54	50	0	50	54
52	39	34	0	34	39
67	44	58	0	58	44
71	52	54	0	54	52
79	57	60	0	60	57
63	40	52	0	52	40
58	34	48	0	48	34
57	45	39	0	39	45
47	37	40	0	40	37
54	36	40	0	40	36
53	38	37	0	37	38
66	52	53	0	53	52
64	52	52	0	52	52
59	46	47	0	47	46
60	45	46	0	46	45
51	30	44	0	44	30
63	46	51	0	51	46
58	39	46	0	46	39
69	50	50	0	50	50
63	53	39	0	39	53
62	43	47	0	47	43
66	45	51	0	51	45
64	45	55	0	55	45
74	48	56	0	56	48
67	52	54	0	54	52
74	51	56	0	56	51
78	60	55	0	55	60
74	55	54	0	54	55
65	52	45	0	45	52
64	46	55	0	55	46
60	48	45	0	45	48
69	50	60	0	60	50
67	54	51	0	51	54
60	44	42	0	42	44
61	44	44	0	44	44
63	42	45	0	45	42
44	34	34	0	34	34
59	39	45	0	45	39
74	64	61	0	61	64
66	50	49	0	49	50
63	52	50	0	50	52
60	40	45	0	45	40
64	53	47	0	47	53
54	38	45	0	45	38
69	49	51	0	51	49
55	39	43	0	43	39
71	51	47	0	47	51
62	44	49	0	49	44
59	45	44	0	44	45
65	53	52	0	52	53
66	50	45	0	45	50
60	47	43	0	43	47
58	41	41	0	41	41
62	43	47	0	47	43
60	48	45	0	45	48
54	46	41	0	41	46
65	42	55	0	55	42
61	44	48	0	48	44
73	47	56	0	56	47
61	46	42	0	42	46
52	40	38	0	38	40
63	46	48	0	48	46
57	47	36	0	36	47
58	50	42	0	42	50
60	45	49	0	49	45
47	32	39	0	39	32
53	39	40	0	40	39
52	42	33	0	33	42
59	49	40	0	40	49
54	33	40	0	40	33
60	47	42	0	42	47
62	47	50	0	50	47
60	43	42	0	42	43
54	36	46	0	46	36
63	44	51	0	51	44
65	47	52	0	52	47
63	45	52	0	52	45
61	39	52	0	52	39
65	46	54	0	54	46
75	59	57	0	57	59
52	40	40	0	40	40
58	43	40	0	40	43
52	34	40	0	40	34
74	59	47	0	47	59
59	40	38	0	38	40
60	43	45	0	45	43
73	57	52	0	52	57
87	69	60	0	60	69
72	52	50	0	50	52
56	44	42	0	42	44
52	41	39	0	39	41
64	48	56	0	56	48
57	41	44	0	44	41
76	56	57	0	57	56
42	35	33	0	33	35
59	42	50	0	50	42
65	47	49	0	49	47
52	41	43	0	43	41
57	45	41	0	41	45
60	37	48	0	48	37
59	43	47	0	47	43
61	48	46	0	46	48
68	50	47	0	47	50
61	42	48	0	48	42
63	49	50	0	50	49
65	47	51	0	51	47
72	50	53	0	53	50
65	54	47	0	47	54
64	51	49	0	49	51
65	49	46	0	46	49
70	53	53	0	53	53
69	48	51	0	51	48
64	44	53	0	53	44
56	38	44	0	44	38
75	59	58	0	58	59
56	40	43	0	43	40
62	49	46	0	46	49
67	46	54	0	54	46
58	44	48	0	48	44
50	36	38	0	38	36
61	47	49	0	49	47
48	42	34	0	34	42
57	45	33	0	33	45
53	42	39	0	39	42
56	42	44	0	44	42
72	54	51	0	51	54
66	45	54	0	54	45
62	51	47	0	47	51
67	53	52	0	52	53
75	54	53	0	53	54
58	45	46	0	46	45
54	37	45	0	45	37
57	48	45	0	45	48
52	36	39	0	39	36
71	47	55	0	55	47
58	47	47	0	47	47
51	39	39	0	39	39
56	38	39	0	39	38
68	50	54	0	54	50
67	52	50	0	50	52
54	36	43	0	43	36
63	41	50	0	50	41
68	58	49	0	49	58
59	47	46	0	46	47
64	49	49	0	49	49
59	42	40	0	40	42
63	45	47	0	47	45
56	40	42	0	42	40
58	41	44	0	44	41
59	44	41	0	41	44
57	45	39	0	39	45
66	47	49	0	49	47
66	49	53	0	53	49
55	45	31	0	31	45
56	43	40	0	40	43
55	42	42	0	42	42
81	68	60	0	60	68
56	43	40	0	40	43
57	40	45	0	45	40
47	33	36	0	36	33
59	39	49	0	49	39
65	51	51	0	51	51
59	44	45	0	45	44
85	65	60	0	60	65
57	39	46	0	46	39
68	47	54	0	54	47
51	37	37	0	37	37
63	52	50	0	50	52
54	38	43	0	43	38
56	37	43	0	43	37
53	42	35	0	35	42
46	34	34	0	34	34
60	48	42	0	42	48
59	44	44	0	44	44
76	58	58	0	58	58
60	45	45	0	45	45
60	50	45	0	45	50
61	49	42	0	42	49
70	57	49	0	49	57
75	51	56	0	56	51
65	53	51	0	51	53
67	54	55	0	55	54
76	56	55	0	55	56
55	42	36	0	36	42
86	64	64	0	64	64
72	63	50	0	50	63
71	59	54	0	54	59
76	53	58	0	58	53
60	42	52	0	52	42
73	55	50	0	50	55
64	49	47	0	47	49
68	50	49	0	49	50
61	49	45	0	45	49
64	43	48	0	48	43
59	42	42	0	42	42
56	48	39	0	39	48
67	46	49	0	49	46
64	51	50	0	50	51
54	40	36	0	36	40
66	54	52	0	52	54
68	48	47	0	47	48
59	45	42	0	42	45
54	45	35	0	35	45
51	38	40	0	40	38
84	65	57	0	57	65
56	45	43	0	43	45
64	43	51	0	51	43
58	37	45	0	45	37
61	44	50	0	50	44
76	55	64	0	64	55
67	55	49	0	49	55
55	43	39	0	39	43
66	54	45	0	45	54
64	51	46	0	46	51
75	61	58	0	58	61
61	42	48	0	48	42
59	44	44	0	44	44
53	39	40	0	40	39
64	47	47	0	47	47
64	49	44	0	44	49
81	62	59	0	59	62
53	43	39	0	39	43
50	38	36	0	36	38
68	57	50	0	50	57
62	47	49	0	49	47
64	47	47	0	47	47
59	38	50	0	50	38
61	42	53	0	53	42
55	38	43	0	43	38
77	53	66	0	66	53
49	33	37	0	37	33
63	51	49	0	49	51
64	44	44	0	44	44
49	35	36	0	36	35
65	46	49	0	49	46
63	48	44	0	44	48
68	50	45	0	45	50
60	47	42	0	42	47
51	38	42	0	42	38
57	44	36	0	36	44
71	52	48	0	48	52
69	54	53	0	53	54
71	49	53	0	53	49
55	46	36	0	36	46
53	41	39	0	39	41
52	38	39	0	39	38
79	63	59	0	59	63
56	46	40	0	40	46
49	38	34	0	34	38
53	39	45	0	45	39
61	43	47	0	47	43
62	49	47	0	47	49
61	37	54	0	54	37
56	43	43	0	43	43
55	42	45	0	45	42
69	53	49	0	49	53
59	43	43	0	43	43
62	49	46	0	46	49
59	39	48	0	48	39
68	51	51	0	51	51
56	42	41	0	41	42
64	46	48	0	48	46
53	36	40	0	40	36
52	40	41	0	41	40
53	38	41	0	41	38
53	43	42	0	42	43
67	46	47	0	47	46
61	40	53	0	53	40
66	50	53	0	53	50
71	51	53	0	53	51
45	35	33	0	33	35
57	40	47	0	47	40
58	39	49	0	49	39
65	53	44	0	44	53
67	48	54	0	54	48
66	52	51	0	51	52
58	38	49	0	49	38
70	58	50	0	50	58
57	42	42	0	42	42
71	55	51	0	51	55
53	44	42	0	42	44
60	46	41	0	41	46
57	35	40	0	40	35
69	61	49	0	49	61
69	52	54	0	54	52
65	42	55	0	55	42
63	48	49	0	49	48
64	42	44	0	44	42
67	46	53	0	53	46
64	42	50	0	50	42
74	54	64	0	64	54
62	52	45	0	45	52
44	36	32	0	32	36
69	57	47	0	47	57
66	47	49	0	49	47
54	46	40	0	40	46
68	48	53	0	53	48
65	52	50	0	50	52
75	58	56	0	56	58
61	46	42	0	42	46
73	56	58	0	58	56
68	53	50	0	50	53
70	54	53	0	53	54
59	48	49	0	49	48
63	43	48	0	48	43
53	40	39	0	39	40
62	48	51	0	51	48
77	54	61	0	61	54
57	38	43	0	43	38
60	48	46	0	46	48
76	57	50	0	50	57
72	54	55	0	55	54
62	48	39	0	39	48
60	48	49	0	49	48
64	46	52	0	52	46
57	40	43	0	43	40
73	54	60	0	60	54
58	46	44	0	44	46
56	41	44	0	44	41
54	44	36	0	36	44
51	35	40	0	40	35
55	42	44	0	44	42
67	46	51	0	51	46
69	56	60	0	60	56
66	49	50	0	50	49
59	41	46	0	46	41
58	44	41	0	41	44
62	44	46	0	46	44
66	45	51	0	51	45
66	52	55	0	55	52
42	33	26	0	26	33
52	37	42	0	42	37
72	55	50	0	50	55
59	40	46	0	46	40
70	52	54	0	54	52
66	52	54	0	54	52
56	41	47	0	47	41
71	57	53	0	53	57
68	53	51	0	51	53
60	45	46	0	46	45
62	49	52	0	52	49
74	59	50	0	50	59
64	54	39	0	39	54
63	48	43	0	43	48
54	37	44	0	44	37
57	41	46	0	46	41
62	45	51	0	51	45
59	47	43	0	43	47
58	44	44	0	44	44
67	49	49	0	49	49
74	58	53	0	53	58
50	42	39	0	39	42
68	49	43	0	43	49
57	38	48	0	48	38
61	46	45	0	45	46
69	49	57	0	57	49
67	41	53	0	53	41
85	62	71	0	71	62
62	45	46	0	46	45
59	47	39	0	39	47
68	42	54	0	54	42
71	42	51	0	51	42
56	46	42	0	42	46
65	54	50	0	50	54
68	48	46	0	46	48
64	53	49	0	49	53
66	44	52	0	52	44
60	44	45	0	45	44
66	46	48	0	48	46
69	47	50	0	50	47
57	43	44	0	44	43
64	51	47	0	47	51
66	48	50	0	50	48
73	61	51	0	51	61
62	48	49	0	49	48
62	48	47	0	47	48
55	45	34	0	34	45
57	39	47	0	47	39
60	46	50	0	50	46
56	42	46	0	46	42
66	48	54	0	54	48
52	39	42	0	42	39
52	40	37	0	37	40
53	39	41	0	41	39
77	56	56	0	56	56
57	36	47	0	47	36
77	59	56	0	56	59
61	44	47	0	47	44
66	54	47	0	47	54
56	45	43	0	43	45
54	37	40	0	40	37
64	50	48	0	48	50
51	37	42	0	42	37
55	41	42	0	42	41
57	47	36	0	36	47
81	65	60	0	60	65
55	42	43	0	43	42
72	54	54	0	54	54
60	48	47	0	47	48
53	40	45	0	45	40
70	52	55	0	55	52
59	42	50	0	50	42
52	37	47	0	47	37
69	50	53	0	53	50
54	37	36	0	36	37
64	50	49	0	49	50
64	54	48	0	48	54
62	45	49	0	49	45
66	47	53	0	53	47
66	46	55	0	55	46
67	53	47	0	47	53
72	59	49	0	49	59
57	40	46	0	46	40
55	42	38	0	38	42
55	42	41	0	41	42
66	49	51	0	51	49
60	48	48	0	48	48
53	38	38	0	38	38
53	31	43	0	43	31
58	42	45	0	45	42
54	41	39	0	39	41
62	41	50	0	50	41
60	47	44	0	44	47
73	53	57	0	57	53
60	51	46	0	46	51
70	54	55	0	55	54
57	48	44	0	44	48
77	57	56	0	56	57
69	59	52	0	52	59
68	54	52	0	52	54
63	52	49	0	49	52
56	41	40	0	40	41
64	50	46	0	46	50
59	43	44	0	44	43
61	45	45	0	45	45
53	40	42	0	42	40
76	60	51	0	51	60
44	33	35	0	35	33
62	47	45	0	45	47
67	45	52	0	52	45
63	41	46	0	46	41
57	38	46	0	46	38
64	46	45	0	45	46
66	43	50	0	50	43
49	42	34	0	34	42
64	46	45	0	45	46
67	48	52	0	52	48
66	50	54	0	54	50
63	49	53	0	53	49
54	40	41	0	41	40
61	45	47	0	47	45
53	47	35	0	35	47
68	51	51	0	51	51
68	46	49	0	49	46
49	38	36	0	36	38
66	48	44	0	44	48
56	44	42	0	42	44
71	51	54	0	54	51
58	44	45	0	45	44
57	38	46	0	46	38
50	38	31	0	31	38
55	42	35	0	35	42
77	56	64	0	64	56
56	38	44	0	44	38
63	48	48	0	48	48
52	40	41	0	41	40
51	32	43	0	43	32
71	56	49	0	49	56
64	45	56	0	56	45
64	50	49	0	49	50
73	59	56	0	56	59
48	37	36	0	36	37
60	40	45	0	45	40
61	40	52	0	52	40
60	40	44	0	44	40
58	39	44	0	44	39
61	47	49	0	49	47
68	51	49	0	49	51
75	51	55	0	55	51
56	39	41	0	41	39
56	42	35	0	35	42
63	47	49	0	49	47
70	51	59	0	59	51
70	55	55	0	55	55
73	47	57	0	57	47
52	38	41	0	41	38
67	46	53	0	53	46
72	53	61	0	61	53
56	44	41	0	41	44
54	35	41	0	41	35
67	50	54	0	54	50
61	41	50	0	50	41
65	47	53	0	53	47
60	42	48	0	48	42
61	48	43	0	43	48
63	46	49	0	49	46
61	43	47	0	47	43
58	48	41	0	41	48
52	36	44	0	44	36
62	44	49	0	49	44
60	45	45	0	45	45
67	50	57	0	57	50
68	44	56	0	56	44
55	45	47	0	47	45
56	43	44	0	44	43
63	44	45	0	45	44
58	46	45	0	45	46
64	49	49	0	49	49
64	53	47	0	47	53
67	54	48	0	48	54
55	41	41	0	41	41
57	42	42	0	42	42
58	43	44	0	44	43
53	39	45	0	45	39
67	47	47	0	47	47
62	43	39	0	39	43
71	57	59	0	59	57
70	53	49	0	49	53
54	41	41	0	41	41
60	45	43	0	43	45
70	53	50	0	50	53
59	44	45	0	45	44
52	43	36	0	36	43
71	52	51	0	51	52
61	51	45	0	45	51
62	49	44	0	44	49
56	44	47	0	47	44
56	40	40	0	40	40
59	50	36	0	36	50
71	54	46	0	46	54
68	54	48	0	48	54
57	45	45	0	45	45
65	49	52	0	52	49
60	49	48	0	48	49
66	44	51	0	51	44
64	45	52	0	52	45
68	47	54	0	54	47
70	55	55	0	55	55
66	49	56	0	56	49
67	50	51	0	51	50
58	44	39	0	39	44
70	55	53	0	53	55
61	44	48	0	48	44
56	45	34	0	34	45
62	48	49	0	49	48
55	36	44	0	44	36
65	50	50	0	50	50
61	50	42	0	42	50
58	44	46	0	46	44
49	35	34	0	34	35
56	39	44	0	44	39
80	61	62	0	62	61
58	43	43	0	43	43
45	33	33	0	33	33
62	49	41	0	41	49
54	49	37	0	37	49
70	52	53	0	53	52
60	50	44	0	44	50
62	47	46	0	46	47
57	42	48	0	48	42
59	41	47	0	47	41
66	50	49	0	49	50
60	46	48	0	48	46
68	52	52	0	52	52
56	38	42	0	42	38
73	58	53	0	53	58
63	54	44	0	44	54
77	49	61	0	61	49
63	50	50	0	50	50
70	47	52	0	52	47
70	54	52	0	52	54
65	51	45	0	45	51
62	49	38	0	38	49
60	44	39	0	39	44
77	63	58	0	58	63
58	46	40	0	40	46
68	53	48	0	48	53
69	54	46	0	46	54
69	54	50	0	50	54
71	56	57	0	57	56
67	48	46	0	46	48
48	39	35	0	35	39
56	47	43	0	43	47
58	46	44	0	44	46
53	37	37	0	37	37
49	37	42	0	42	37
73	55	49	0	49	55
58	44	46	0	46	44
68	55	49	0	49	55
68	48	52	0	52	48
66	48	49	0	49	48
73	58	53	0	53	58
71	55	47	0	47	55
43	33	29	0	29	33
60	46	51	0	51	46
57	42	48	0	48	42
61	40	42	0	42	40
70	45	57	0	57	45
62	50	47	0	47	50
54	45	41	0	41	45
71	58	52	0	52	58
55	32	46	0	46	32
65	50	50	0	50	50
56	44	37	0	37	44
64	44	50	0	50	44
63	46	47	0	47	46
59	42	49	0	49	42
57	45	45	0	45	45
62	49	49	0	49	49
54	43	46	0	46	43
61	45	48	0	48	45
52	39	45	0	45	39
71	53	53	0	53	53
68	54	55	0	55	54
66	51	50	0	50	51
66	44	53	0	53	44
45	32	31	0	31	32
48	41	32	0	32	41
69	54	47	0	47	54
66	51	49	0	49	51
60	53	45	0	45	53
55	39	38	0	38	39
64	52	50	0	50	52
77	53	56	0	56	53
66	57	50	0	50	57
51	38	39	0	39	38
66	42	50	0	50	42
58	44	48	0	48	44
61	43	50	0	50	43
66	53	43	0	43	53
56	37	36	0	36	37
62	45	48	0	48	45
40	29	30	0	30	29
65	50	51	0	51	50
66	50	47	0	47	50
53	36	44	0	44	36
64	40	52	0	52	40
63	50	49	0	49	50
51	39	38	0	38	39
75	60	56	0	56	60
72	52	50	0	50	52
74	53	49	0	49	53
71	49	52	0	52	49
61	47	46	0	46	47
54	39	45	0	45	39
56	39	42	0	42	39
73	56	54	0	54	56
70	49	50	0	50	49
76	55	57	0	57	55
78	60	56	0	56	60
78	49	68	0	68	49
67	50	52	0	52	50
53	44	41	0	41	44
69	46	56	0	56	46
93	75	61	0	61	75
59	46	50	0	50	46
68	52	54	0	54	52
80	56	61	0	61	56
65	46	51	0	51	46
56	43	44	0	44	43
53	43	41	0	41	43
76	55	65	0	65	55
57	44	43	0	43	44
51	38	37	0	37	38
61	48	44	0	44	48
62	42	51	0	51	42
65	56	45	0	45	56
75	52	60	0	60	52
61	49	40	0	40	49
51	41	35	0	35	41
77	62	58	0	58	62
57	46	44	0	44	46
46	35	37	0	37	35
73	63	45	0	45	63
52	36	31	0	31	36
55	39	43	0	43	39
62	45	40	0	40	45
70	51	56	0	56	51
64	51	46	0	46	51
51	48	34	0	34	48
60	39	49	0	49	39
61	44	48	0	48	44
55	43	39	0	39	43
54	40	41	0	41	40
59	42	41	0	41	42
74	63	53	0	53	63
57	43	38	0	38	43
65	42	44	0	44	42
64	43	47	0	47	43
59	51	38	0	38	51
54	44	39	0	39	44
61	47	42	0	42	47
45	30	35	0	35	30
59	46	48	0	48	46
58	41	42	0	42	41
56	46	45	0	45	46
40	32	29	0	29	32
59	48	44	0	44	48
57	49	41	0	41	49
70	50	45	0	45	50
51	41	37	0	37	41
67	50	56	0	56	50
65	45	44	0	44	45
63	51	45	0	45	51
55	41	38	0	38	41
75	55	58	0	58	55
57	41	45	0	45	41
62	47	48	0	48	47
46	35	34	0	34	35
47	35	34	0	34	35
71	57	56	0	56	57
60	41	49	0	49	41
60	47	45	0	45	47
45	34	36	0	36	34
67	46	52	0	52	46
59	42	46	0	46	42
55	44	44	0	44	44
67	45	52	0	52	45
59	42	42	0	42	42
60	45	45	0	45	45
51	39	39	0	39	39
51	35	36	0	36	35
42	32	34	0	34	32
50	40	34	0	34	40
65	46	50	0	50	46
50	34	38	0	38	34
66	51	49	0	49	51
68	53	51	0	51	53
65	46	50	0	50	46
80	60	63	0	63	60
63	48	48	0	48	48
60	43	48	0	48	43
64	49	48	0	48	49
70	52	53	0	53	52
51	43	36	0	36	43
72	63	53	0	53	63
65	47	52	0	52	47
56	40	41	0	41	40
73	56	55	0	55	56
56	46	39	0	39	46
59	46	39	0	39	46
66	51	47	0	47	51
69	43	55	0	55	43
75	53	57	0	57	53
58	45	41	0	41	45
62	52	43	0	43	52
78	63	60	0	60	63
61	46	51	0	51	46
50	37	42	0	42	37
70	53	46	0	46	53
53	36	37	0	37	36
54	46	37	0	37	46
51	39	36	0	36	39
56	41	45	0	45	41
57	43	44	0	44	43
66	53	44	0	44	53
62	42	53	0	53	42
43	36	33	0	33	36
61	46	45	0	45	46
74	57	51	0	51	57
65	54	50	0	50	54
57	39	47	0	47	39
59	48	37	0	37	48
65	52	48	0	48	52
55	39	45	0	45	39
60	46	43	0	43	46
65	46	51	0	51	46
50	39	35	0	35	39
71	58	55	0	55	58
68	51	49	0	49	51
51	32	45	0	45	32
61	51	46	0	46	51
72	58	45	0	45	58
59	43	43	0	43	43
54	44	35	0	35	44
55	41	47	0	47	41
59	50	45	0	45	50
64	52	48	0	48	52
61	48	44	0	44	48
52	45	37	0	37	45
73	56	55	0	55	56
60	43	45	0	45	43
71	47	58	0	58	47
58	36	47	0	47	36
71	51	57	0	57	51
62	49	43	0	43	49
57	47	43	0	43	47
48	36	37	0	37	36
50	36	39	0	39	36
51	39	41	0	41	39
75	52	58	0	58	52
62	50	46	0	46	50
69	49	55	0	55	49
56	45	43	0	43	45
66	47	51	0	51	47
55	42	42	0	42	42
58	35	48	0	48	35
61	49	40	0	40	49
57	43	43	0	43	43
44	29	35	0	35	29
81	65	63	0	63	65
71	51	58	0	58	51
73	58	51	0	51	58
57	44	39	0	39	44
63	41	51	0	51	41
65	46	53	0	53	46
64	45	53	0	53	45
57	47	36	0	36	47
63	55	40	0	40	55
59	39	48	0	48	39
81	56	59	0	59	56
66	51	53	0	53	51
70	56	57	0	57	56
73	55	62	0	62	55
57	42	42	0	42	42
49	37	34	0	34	37
67	50	49	0	49	50
63	46	53	0	53	46
62	49	44	0	44	49
54	42	38	0	38	42
52	39	41	0	41	39
67	56	50	0	50	56
59	46	50	0	50	46
71	58	47	0	47	58
75	63	46	0	46	63
51	37	39	0	39	37
71	52	58	0	58	52
56	50	45	0	45	50
62	40	49	0	49	40
64	44	52	0	52	44
72	52	47	0	47	52
52	41	38	0	38	41
61	45	45	0	45	45
59	45	42	0	42	45
59	39	44	0	44	39
65	57	46	0	46	57
50	34	43	0	43	34
52	40	40	0	40	40
53	46	42	0	42	46
45	37	33	0	33	37
59	46	43	0	43	46
67	52	53	0	53	52
74	57	52	0	52	57
61	43	47	0	47	43
71	56	57	0	57	56
65	46	44	0	44	46
61	45	49	0	49	45
64	43	45	0	45	43
62	47	41	0	41	47
61	43	52	0	52	43
68	50	52	0	52	50
73	53	56	0	56	53
72	55	55	0	55	55
54	42	39	0	39	42
56	44	41	0	41	44
58	45	44	0	44	45
62	51	49	0	49	51
67	51	50	0	50	51
62	45	48	0	48	45
62	45	47	0	47	45
67	55	44	0	44	55
69	51	52	0	52	51
77	58	61	0	61	58
64	46	52	0	52	46
71	54	51	0	51	54
53	42	38	0	38	42
55	38	40	0	40	38
58	50	43	0	43	50
72	53	50	0	50	53
55	43	44	0	44	43
56	49	39	0	39	49
58	42	48	0	48	42
72	54	53	0	53	54
70	49	48	0	48	49
63	45	46	0	46	45
70	57	47	0	47	57
51	33	41	0	41	33
57	39	40	0	40	39
65	50	43	0	43	50
67	51	46	0	46	51
69	47	55	0	55	47
68	53	47	0	47	53
58	41	45	0	45	41
50	37	40	0	40	37
65	55	41	0	41	55
64	49	45	0	45	49
57	42	45	0	45	42
65	42	53	0	53	42
55	41	46	0	46	41
57	43	42	0	42	43
56	43	45	0	45	43
55	40	39	0	39	40
46	40	29	0	29	40
64	43	50	0	50	43
63	45	45	0	45	45
49	33	38	0	38	33
63	48	48	0	48	48
69	56	49	0	49	56
85	70	63	0	63	70
64	45	51	0	51	45
58	48	40	0	40	48
51	37	37	0	37	37
59	44	46	0	46	44
59	51	46	0	46	51
57	42	42	0	42	42
70	51	49	0	49	51
67	45	54	0	54	45
60	48	48	0	48	48
48	39	32	0	32	39
68	47	53	0	53	47
82	59	58	0	58	59
63	44	48	0	48	44
72	48	59	0	59	48
64	45	49	0	49	45
81	70	56	0	56	70
65	49	46	0	46	49
69	44	55	0	55	44
60	44	47	0	47	44
64	52	47	0	47	52
59	40	47	0	47	40
53	38	41	0	41	38
46	34	34	0	34	34
62	53	42	0	42	53
67	48	50	0	50	48
62	49	43	0	43	49
66	52	51	0	51	52
57	48	46	0	46	48
59	42	49	0	49	42
56	42	40	0	40	42
64	50	49	0	49	50
59	46	43	0	43	46
67	53	46	0	46	53
70	48	55	0	55	48
81	59	66	0	66	59
59	43	43	0	43	43
65	50	53	0	53	50
66	49	49	0	49	49
62	45	48	0	48	45
68	49	53	0	53	49
57	48	40	0	40	48
64	43	48	0	48	43
64	50	40	0	40	50
60	40	49	0	49	40
76	62	57	0	57	62
70	48	54	0	54	48
67	46	57	0	57	46
72	59	50	0	50	59
56	43	41	0	41	43
57	43	42	0	42	43
58	44	45	0	45	44
63	47	48	0	48	47
61	48	45	0	45	48
61	45	47	0	47	45
63	41	48	0	48	41
55	46	40	0	40	46
60	43	46	0	46	43
